Using a 4-gram for the Lunyu:
Xi quoted 62 verses a total of 151 times.
Han quoted 86 verses a total of 145 times.
Tang quoted 147 verses a total of 404 times.

Verse		Total	Xi	Han	Tang
子贡问曰何如斯可谓之士矣子曰行己有耻使于四方不辱君命可谓士矣曰敢问其次曰宗族称孝焉乡党称弟焉曰敢问其次曰言必信行必果硁硁然小人哉抑亦可以为次矣曰今之从政者何如子曰噫斗筲之人何足算也
xi: {'25792940': ['政治', '言必信行'], '24973220': ['文化', '言必信行'], '25523548': ['外交', '言必信行']}
han: {}
tang: {'命崔琳使吐蕃诏': ['李隆基（元宗皇帝一）', '使于四方'], '授大理李卿黔中宣慰使制': ['李煜（昭宗皇帝）', '使于四方']}

Verse 13.21 (index 327)
子曰不得中行而与之必也狂狷乎狂者进取狷者有所不为也
xi: {'27773638': ['经济', '有所不为']}
han: {}
tang: {}

Verse 13.22 (index 328)
子曰南人有言曰人而无恆不可以作巫医善夫不恆其德或承之羞子曰不占而已矣
xi: {}
han: {'策封广陵王胥(元狩六年) 117 BC': ['武帝', '人有言曰']}
tang: {'克高丽白岩城诏': ['李世民（太宗皇帝一）', '人有言曰'], '册平王为皇太子文': ['李旦（睿宗皇帝一）', '人有言曰'], '起义堂颂序': ['李隆基（元宗皇帝一）', '人有言曰']}

Verse 13.23 (index 329)
子曰君子和而不同小人同而不和
xi: {'29613458': ['经济', '和而不同'], '20845747': ['经济', '和而不同'], '25729647': ['文化', '和而不同'], '24973220': ['文化', '和而不同'], '25024391': ['社会', '和而不同'], '27874111': ['生态', '和而不同'], '28247051': ['国防', '和而不同'], '29037658': ['外交', '和而不同'], '28888449': ['外交', '和而不同'], '27789964': ['外交', '和而不同'], '27730625': ['外交', '和而不同'], '27644987': ['外交', '和而不同'], '26027449': ['外交', '和而不同'], '26001014': ['外交', '和而不同'], '25690823': ['外交', '和而不同'], '25242090': ['外交', '和而不同'], '25214109': ['外交', '和而不同'], '24799696': ['外交', '和而不同'], '24773108': ['外交', '和而不同'], '24759342': ['外交', '和而不同'], '23099538': ['外交', '和而不同']}
han: {}
tang: {}

Verse 13.24 (index 330)
子贡问曰乡人皆好之何如子曰未可也乡人皆恶之何如子曰未可也不如乡人之善者好之其不善者恶之
xi: {'25690823': ['外交', '之其不善']}
han: {}
tang: {}

Verse 13.25 (index 331)
子曰君子易事而难说也说之不以道不说也及其使人也器之小人难事而易说也说之虽不以道说也及其使人也求备焉
xi: {'28953602': ['社会', '之不以道']}
han: {}
tang: {}

Verse 13.30 (index 336)
子曰以不教民战是谓弃之
xi: {}
han: {}
tang: {'命李延昌等屯兵秦州制': ['李隆基（元宗皇帝一）', '战是谓弃'], '命两京及诸州简兵诏': ['李隆基（元宗皇帝一）', '战是谓弃']}

Verse 14.2 (index 338)
子曰士而怀居不足以为士矣
xi: {}
han: {'赐南粤王赵佗书(元年)': ['文帝', '不足以为']}
tang: {}

Verse 14.5 (index 341)
南宫适问于孔子曰羿善射奡盪舟俱不得其死然禹稷躬稼而有天下夫子不答南宫适出子曰君子哉若人尚德哉若人
xi: {}
han: {}
tang: {'即位大赦文': ['李亨（肃宗皇帝一）', '而有天下']}

Verse 14.6 (index 342)
子曰君子而不仁者有矣夫未有小人而仁者也
xi: {}
han: {}
tang: {'授李愚中书侍郎制': ['李亶（后唐明宗一）', '而不仁者']}

Verse 14.12 (index 348)
子路问成人子曰若臧武仲之知公绰之不欲卞庄子之勇冉求之艺文之以礼乐亦可以为成人矣曰今之成人者何必然见利思义见危授命久要不忘平生之言亦可以为成人矣
xi: {}
han: {}
tang: {'立齐太公庙制': ['李隆基（元宗皇帝一）', '之以礼乐'], '追封安金藏代国公制': ['李隆基（元宗皇帝一）', '见危授命'], '放免积欠诏': ['', '之以礼乐'], '赠崔琯尚书左仆射诏': ['李昂（文宗皇帝一）', '公绰之不'], '大赦诏': ['', '见危授命']}

Verse 14.13 (index 349)
子问公叔文子于公明贾曰信乎夫子不言不笑不取乎公明贾对曰以告者过也夫子时然后言人不厌其言乐然后笑人不厌其笑义然后取人不厌其取子曰其然岂其然乎
xi: {}
han: {}
tang: {'停抽俸钱敕': ['李恒（穆宗皇帝一）', '岂其然乎'], '罢蒋伸判户部制': ['李忱（宣宗皇帝）', '时然后言']}

Verse 14.17 (index 353)
子贡曰管仲非仁者与桓公杀公子纠不能死又相之子曰管仲相桓公霸诸侯一匡天下民到于今受其赐微管仲吾其被发左衽矣岂若匹夫匹妇之为谅也自经于沟渎而莫之知也
xi: {}
han: {}
tang: {'大赦诏': ['李世民（太宗皇帝一）', '被发左衽'], '答魏征手诏': ['李世民（太宗皇帝一）', '被发左衽'], '追谥孔子十哲并升曾子四科诏': ['李隆基（元宗皇帝一）', '到于今受'], '册太上皇尊号赦文': ['李亨（肃宗皇帝一）', '匹夫匹妇'], '封钱镠吴王敕': ['李煜（昭宗皇帝）', '一匡天下'], '改元载初赦文': ['', '诸侯一匡'], '收复青州大赦文': ['李重贵（晋少帝一）', '匹夫匹妇']}

Verse 14.21 (index 357)
陈成子弒简公孔子沐浴而朝告于哀公曰陈恆弒其君请讨之公曰告夫三子孔子曰以吾从大夫之后不敢不告也君曰告夫三子者之三子告不可孔子曰以吾从大夫子后不敢不告也
xi: {}
han: {'奏复长安南北郊': ['王莽', '子孔子曰']}
tang: {}

Verse 14.25 (index 361)
蘧伯玉使人于孔子孔子与之坐而问焉曰夫子何为对曰夫子欲寡其过而未能也使者出子曰使乎使乎
xi: {}
han: {}
tang: {'大历八年夏至大赦文': ['李豫（代宗皇帝一）', '而未能也']}

Verse 14.31 (index 367)
子曰不患人之不己知患其不能也
xi: {'27789964': ['外交', '不患人之']}
han: {}
tang: {}

Verse 14.33 (index 369)
微生亩谓孔子曰丘何为是栖栖者与无乃为佞乎孔子曰非敢为佞也疾固也
xi: {}
han: {'报臧宫马武请来匈奴诏(二十七年)': ['光武帝(一) r. 25-57', '乎孔子曰']}
tang: {}

Verse 14.35 (index 371)
或曰以德报怨何如子曰何以报德以直报怨以德报德
xi: {'27050042': ['外交', '以德报怨']}
han: {'赐卜式爵诏(元鼎五年九月) 112 BC': ['武帝', '以德报怨'], '封傅介子为义阳侯诏(元凤四年四月) 77 BC': ['昭帝', '以直报怨']}
tang: {'赐苏逢吉刘铢家属庄宅诏': ['郭威（周太祖一）', '报怨以德']}

Verse 14.39 (index 375)
子路宿于石门晨门曰奚自子路曰自孔氏曰是知其不可而为之者与
xi: {}
han: {}
tang: {'诛姜庆初等并削裴仿官爵制': ['李隆基（元宗皇帝一）', '知其不可']}

Verse 14.41 (index 377)
子张曰书云高宗谅阴三年不言何谓也子曰何必高宗古之人皆然君薨百官总己以听于冢宰三年
xi: {}
han: {'策邓彪为太傅録尙书事': ['和帝 r. 88-106', '百官总己'], '下窦宪邓彪等诏(章和二年三月庚戌)': ['明德马后', '百官总己'], '以张禹为太傅徐防为太尉诏(元兴元年十二月，殇帝初卽位)': ['和熹邓后', '百官总己']}
tang: {'素服练巾听政诏': ['李适（德宗皇帝一）', '高宗谅阴']}

Verse 14.43 (index 379)
子路问君子子曰修己以敬曰如斯而已乎曰修己以安人曰如斯而已乎曰修己以安百姓修己以安百姓尧舜其犹病诸
xi: {}
han: {'地震诏(本始四年四月) 70 BC -- MENTION OF 经学之士': ['宣帝', '以安百姓'], '废少帝诏(四年夏)': ['吕后', '以安百姓']}
tang: {'宗祀高祖太宗配帝诏': ['李治（高宗皇帝一）', '以安百姓'], '太和改元赦文': ['李昂（文宗皇帝一）', '修己以安'], '遗诏': ['李炎（武宗皇帝一）', '以安百姓'], '授徐商崔玙节度使制': ['李漼（懿宗皇帝一）', '以安百姓'], '给复宋亳等三十二州制': ['朱晃（梁太祖一）', '其犹病诸']}

Verse 15.1 (index 382)
卫灵公问陈于孔子孔子对曰俎豆之事则尝闻之矣军旅之事未之学也明日遂行
xi: {}
han: {}
tang: {'并州置天兵军制': ['李隆基（元宗皇帝一）', '军旅之事'], '命两京及诸州简兵诏': ['李隆基（元宗皇帝一）', '俎豆之事'], '准太学生徒支给厨米敕': ['李豫（代宗皇帝一）', '俎豆之事'], '遗诏': ['李适（德宗皇帝一）', '军旅之事'], '求言诏': ['郭威（周太祖一）', '军旅之事']}

Verse 15.3 (index 384)
子曰赐也女以予为多学而识之者与对曰然非与曰非也予一以贯之
xi: {'29000964': ['政治', '一以贯之'], '28751570': ['政治', '一以贯之'], '25507193': ['政治', '一以贯之'], '25690823': ['外交', '一以贯之']}
han: {}
tang: {'追谥靖德太子琮为奉天皇帝诏': ['李亨（肃宗皇帝一）', '一以贯之']}

Verse 15. (index 386)
子曰无为而治者其舜也与夫何为哉恭己正南面而已矣
xi: {}
han: {}
tang: {'答虞世南上圣德论手诏': ['李世民（太宗皇帝一）', '无为而治']}

Verse 15.6 (index 387)
子张问行子曰言忠信行笃敬虽蛮貊之邦行矣言不忠信行不笃敬虽州里行乎哉立则见其参于前也在舆则见期倚于衡也夫然后行子张书诸绅
xi: {}
han: {'报章帝重请封诸舅诏': ['明德马后', '然后行子']}
tang: {'降永王璘为庶人诰': ['李隆基（元宗皇帝一）', '蛮貊之邦'], '让契丹阿何机书': ['李克用（后唐太祖一）', '蛮貊之邦']}

Verse 15.8 (index 389)
子曰可与言而不与之言失人不可与言而与之言失言知者不失人亦不失言
xi: {}
han: {}
tang: {'施行恩荫敕': ['李亶（后唐明宗一）', '而不与之']}

Verse 15.9 (index 390)
子曰志士仁人无求生以害仁有杀身以成仁
xi: {'23954163': ['文化', '志士仁人']}
han: {'玺书赐侯霸': ['光武帝(一) r. 25-57', '杀身以成']}
tang: {}

Verse 15.10 (index 391)
子贡问为仁子曰工欲善其事必先利其器居是邦也事其大夫之贤者友其士之仁者
xi: {}
han: {'擧博士诏(阳朔二年九月) 23 BC FOR 2 ANALECTS QUOTES: 温故知新 (2.9? ; 工欲善其事，必先利其器》 15.9?': ['成帝', '工欲善其']}
tang: {}

Verse 15.12 (index 393)
子曰人无远虑必有近忧
xi: {'23117724': ['外交', '人无远虑']}
han: {}
tang: {}

Verse 15.46 (index 397)
子曰不曰如之何如之何者吾末如之何也已矣
xi: {}
han: {}
tang: {'赠杨绾司徒诏': ['李豫（代宗皇帝一）', '末如之何']}

Verse 15.18 (index 399)
子曰君子义以为质礼以行之孙以出之信以成之君子哉
xi: {'24973220': ['文化', '君子义以'], '28454886': ['外交', '义以为质'], '25242090': ['外交', '君子义以']}
han: {}
tang: {}

Verse 15.19 (index 400)
子曰君子病无能焉不病人之不己知也
xi: {'27789964': ['外交', '人之不己']}
han: {}
tang: {}

Verse 15.24 (index 405)
子贡问曰有一言而可以终身行之者乎子曰其恕乎己所不欲勿施于人
xi: {'25729647': ['文化', '己所不欲'], '24973220': ['文化', '己所不欲'], '25024391': ['社会', '己所不欲'], '29037658': ['外交', '己所不欲'], '26883908': ['外交', '己所不欲'], '26043313': ['外交', '己所不欲'], '25690823': ['外交', '己所不欲'], '25523548': ['外交', '己所不欲'], '25261696': ['外交', '己所不欲'], '25214109': ['外交', '己所不欲'], '24773108': ['外交', '己所不欲'], '21770184': ['外交', '己所不欲']}
han: {}
tang: {}

Verse 15.25 (index 406)
子曰吾之于人也谁毁谁誉如有所誉者其有所试矣斯民也三代之所以直道而行也
xi: {}
han: {}
tang: {'遣使册回鹘可汗诏': ['李忱（宣宗皇帝）', '代之所以']}

Verse 15.30 (index 411)
子曰过而不改是谓过矣
xi: {}
han: {"勅谕东平王宇玺书 -- a messenger's message": ['元帝', '子曰过而'], '罢昌陵诏(永始元年七月) 16 BC Analects 15.29 过而不改，是谓过矣': ['成帝', '过而不改'], '蠲除改元制书诏(建平二年二月) 5 BC': ['哀帝', '过而不改']}
tang: {}

Verse 15.32 (index 413)
子曰君子谋道不谋食耕也馁在其中矣学也禄在其中矣君子忧道不忧贫
xi: {}
han: {'赐东平王太后玺书': ['元帝', '在其中矣'], '使诸儒共正经义诏(四年十一月壬戌)': ['章帝(一) r. 75-88', '在其中矣']}
tang: {'令举实才诏': ['李隆基（元宗皇帝一）', '禄在其中']}

Verse 15.36 (index 417)
子曰当仁不让于师
xi: {'29000964': ['政治', '当仁不让']}
han: {}
tang: {}

Verse 15.39 (index 420)
子曰有教无类
xi: {'25629946': ['文化', '有教无类']}
han: {}
tang: {}

Verse 16.1 (index 424)
季氏将伐颛臾冉有季路见于孔子曰季氏将有事于颛臾孔子曰求无乃尔是过与夫颛臾昔者先王以为东蒙主且在邦域之中矣是社稷之臣也何以伐为冉有曰夫子欲之吾二臣者皆不欲也孔子曰求周任有言曰陈力就列不能者止危而不持颠而不扶则将焉用彼相矣且尔言过矣虎兕出于柙龟玉毁于椟中是谁之过与冉有曰今夫颛臾固而近于费今不取后世必为子孙忧孔子曰求君子疾夫舍曰欲之而必为之辞丘也闻有国有家者不患寡而患不均不患贫而患不安盖均无贫和无寡安无倾夫如是故远人不服则修文德以来之既来之则安之今由与求也相夫子远人不服而不能来也邦分崩离析而不能守也而谋动干戈于邦内吾恐季孙之忧不在颛臾而在萧墙之内也
xi: {'23995311': ['经济', '不患寡而'], '28337020': ['政治', '不患寡而'], '27699249': ['文化', '远人不服'], '24973220': ['文化', '不患寡而']}
han: {'答有司请建太子诏(元年正月) 179 BC OBVIOUS HUMILITY "I\'m not worthy."': ['文帝', '是社稷之'], '封师丹为义阳侯诏(元始五年)': ['元王皇后', '社稷之臣'], '报臧宫马武请来匈奴诏(二十七年)': ['光武帝(一) r. 25-57', '吾恐季孙'], '选擧诏(五年闰三月戊戌)': ['安帝 r. 106-125', '危而不持']}
tang: {'答魏征手诏': ['李世民（太宗皇帝一）', '颠而不扶'], '赐高士廉陪葬诏': ['李世民（太宗皇帝一）', '社稷之臣'], '葬谯王重福诏': ['李旦（睿宗皇帝一）', '有国有家'], '立郢王嗣谦为皇太子制': ['李隆基（元宗皇帝一）', '将有事于'], '授裴光庭宏文馆大学业士制': ['李隆基（元宗皇帝一）', '社稷之臣'], '追赐苏瑰实封诏': ['李隆基（元宗皇帝一）', '社稷之臣'], '授奉节郡王适天下兵马元帅制': ['李豫（代宗皇帝一）', '将有事于'], '令曹濮等州休兵诏': ['李适（德宗皇帝一）', '修文德以'], '赠赵憬太子太傅诏': ['李适（德宗皇帝一）', '社稷之臣'], '召募闲田制': ['李忱（宣宗皇帝）', '有国有家'], '大中改元南郊赦文': ['李忱（宣宗皇帝）', '有国有家'], '授王铎兼判户部制': ['李儇（僖宗皇帝一）', '社稷之臣'], '进封赵德钧制': ['李亶（后唐明宗一）', '有国有家'], '亲征契丹命将制': ['李重贵（晋少帝一）', '社稷之臣']}

Verse 16.2 (index 425)
孔子曰天下有道则礼乐征伐自天子出天下无道则礼乐征伐自诸侯出自诸侯出盖十世希不失矣自大夫出五世希不失矣陪臣执国命三世希不失矣天下有道则政不在大夫天下有道则庶人不议
xi: {}
han: {}
tang: {'修高祖实录敕': ['刘承祐（汉隐帝）', '礼乐征伐']}

Verse 16.4 (index 427)
孔子曰益者三友损者三友友直友谅友多闻益矣友便辟友善柔友便佞损矣
xi: {'29681332': ['外交', '益者三友']}
han: {}
tang: {}

Verse 16.8 (index 431)
孔子曰君子有三畏畏天命畏大人畏圣人之言小人不知天命而不畏也狎大人侮圣人之言
xi: {}
han: {'上奏符命': ['王莽', '畏天命畏']}
tang: {}

Verse 16.11 (index 434)
孔子曰见善如不及见不善而探汤吾见其人矣吾闻其语矣隐居以求其志行义以达其道吾闻其语矣未见其人也
xi: {}
han: {}
tang: {'赐隐士卢鸿一还山制': ['李隆基（元宗皇帝一）', '隐居以求']}

Verse 16.12 (index 435)
齐景公有马千驷死之日民无德而称焉伯夷叔齐饿于首阳之下民到于今称之其斯之谓与
xi: {}
han: {'以范升奏示公卿诏': ['光武帝(一) r. 25-57', '伯夷叔齐']}
tang: {'授崔植平章事制': ['李恒（穆宗皇帝一）', '于今称之'], '授李源左谏议大夫制': ['李恒（穆宗皇帝一）', '今称之其'], '遣宋涯宣慰安南邕管敕': ['李忱（宣宗皇帝）', '于今称之']}

Verse 17.5 (index 442)
子张问仁于孔子孔子曰能行五者于天下为仁矣请问之曰恭宽信敏惠恭则不侮宽则得众信则人任焉敏则有功惠则足以使人
xi: {'25729647': ['文化', '于天下为']}
han: {'奏复长安南北郊': ['王莽', '子孔子曰']}
tang: {'授郯王嗣直等都护制': ['李隆基（元宗皇帝一）', '宽则得众']}

Verse 17.6 (index 443)
佛肸召子欲往子路曰昔者由也闻诸夫子曰亲于其身为不善者君子不入也佛肸以中牟畔子之往也如之何子曰然有是言也不曰坚乎磨而不磷不曰白乎涅而不缁吾岂匏瓜也哉焉能系而不食
xi: {}
han: {}
tang: {'孔子赞': ['李旦（睿宗皇帝一）', '吾岂匏瓜'], '杨珣碑': ['李隆基（元宗皇帝一）', '涅而不缁']}

Verse 17.8 (index 445)
子曰小子何莫学夫诗诗可以兴可以观可以群可以怨迩之事父远之事君多识于鸟兽草木之名子谓伯鱼曰女为周南召南矣乎人而不为周南召南其犹正墙面而立也与
xi: {}
han: {}
tang: {'大中改元南郊赦文': ['李忱（宣宗皇帝）', '鸟兽草木']}

Verse 17.13 (index 450)
子曰鄙夫可与事君也与哉其未得之也患得之既得之患失之苟患失之无所不至矣
xi: {}
han: {}
tang: {'施行程逊等所陈时务诏': ['', '无所不至']}

Verse 17.16 (index 453)
子曰恶紫之夺朱也恶郑声之乱雅乐也恶利口之覆邦家者
xi: {}
han: {'免孙宝诏(建平初) 6? BC': ['哀帝', '恶利口之']}
tang: {}

Verse 17.17 (index 454)
子曰予欲无言子贡曰子如不言则小子何述焉子曰天何言哉四时行焉百物生焉天何言哉
xi: {}
han: {}
tang: {'南郊赦文': ['李豫（代宗皇帝一）', '天何言哉']}

Verse 17.19 (index 456)
宰我问三年之丧期已久矣君子三年为礼礼必坏三年不为乐乐必崩旧谷既没新谷既升钻燧改火期可已矣子曰食夫稻衣夫锦于女安乎曰安女安则为之夫君子之居丧食旨不甘闻乐不乐居处不安故不为也今女安则为之宰我出子曰予之不仁也子生三年然后免于父母之怀夫三年之丧天下之通丧也予也有三年之爱于其父母乎
xi: {}
han: {'行禘祫祭诏(二十六年)': ['光武帝(一) r. 25-57', '三年不为']}
tang: {'命皇太子权知军国事诏': ['李世民（太宗皇帝一）', '三年之丧'], '宣慰河北州县制': ['李隆基（元宗皇帝一）', '旧谷既没'], '与侍臣论服制敕': ['李隆基（元宗皇帝一）', '有三年之'], '终丧制': ['李豫（代宗皇帝一）', '三年之丧'], '南郊赦文': ['李豫（代宗皇帝一）', '三年之丧'], '素服练巾听政诏': ['李适（德宗皇帝一）', '三年之丧']}

Verse 17.20 (index 457)
子曰饱食终日无所用心难矣哉不有博弈者乎为之犹贤乎已
xi: {}
han: {'诏河南尹邓豹等(元初六年)': ['和熹邓后', '饱食终日']}
tang: {}

Verse 17.21 (index 458)
子路曰君子尚勇乎子曰君子义以为上君子有勇而无义为乱小人有勇而无义为盗
xi: {'24973220': ['文化', '君子义以'], '25242090': ['外交', '君子义以']}
han: {}
tang: {}

Verse 18.2 (index 463)
柳下惠为士师三黜人曰子未可以去乎曰直道而事人焉往而不三黜枉道而事人何必去父母之邦
xi: {}
han: {}
tang: {'给复京兆府诏': ['李豫（代宗皇帝一）', '去父母之'], '以吐蕃入寇避正殿诏': ['李适（德宗皇帝一）', '去父母之']}

Verse 18.5 (index 466)
楚狂接舆歌而过孔子曰凤兮何德之衰往者不可谏来者犹可追已而已而今之从政者殆而孔子下欲与之言趋而辟之不得与之言
xi: {'29639925': ['经济', '往者不可']}
han: {}
tang: {}

Verse 18.6 (index 467)
长沮桀溺耦而耕孔子过之使子路问津焉长沮曰夫执舆者为谁子路曰为孔丘曰是鲁孔丘与曰是也曰是知津矣问于桀溺桀溺曰子为谁曰为仲由曰是鲁孔丘之徒与对曰然曰滔滔者天下皆是也而谁以易之且而与其从辟人之士也岂若从辟世之士哉耰而不辍子路行以告夫子怃然曰鸟兽不可与同群吾非斯人之徒与而谁与天下有道丘不与易也
xi: {}
han: {}
tang: {'西岳太华山碑序': ['李隆基（元宗皇帝一）', '非斯人之']}

Verse 18.7 (index 468)
子路从而后遇丈人以杖荷莜子路问曰子见夫子乎丈人曰四礼不勤五谷不分孰为夫子植其杖而芸子路拱而立止子路宿杀鸡为黍而食之见其二子焉明日子路行以告子曰隐者也使子路反见之至则行矣子路曰不士无义长幼之节不可废也君臣之义如之何其废之欲洁其身而乱大伦君子之仕也行其义也道之不行已知之矣
xi: {}
han: {'元光五年策贤良制': ['武帝', '君臣之义'], '玺书劳冯异(七年)': ['光武帝(一) r. 25-57', '君臣之义']}
tang: {'贬裴虔通诏': ['李世民（太宗皇帝一）', '君臣之义'], '答皇太子承干诏': ['李世民（太宗皇帝一）', '君臣之义'], '亲征高丽手诏': ['李世民（太宗皇帝一）', '君臣之义'], '赐李大亮荀悦汉纪诏': ['李世民（太宗皇帝一）', '君臣之义'], '征隐士卢鸿一诏': ['李隆基（元宗皇帝一）', '君臣之义'], '流第五琦夷州制': ['李亨（肃宗皇帝一）', '君臣之义'], '谕仆固怀恩诏': ['李豫（代宗皇帝一）', '君臣之义'], '赠颜真卿司徒诏': ['李适（德宗皇帝一）', '君臣之义'], '令画中宗以后功臣于凌烟阁诏': ['李适（德宗皇帝一）', '君臣之义'], '答李晟遗表手诏': ['李适（德宗皇帝一）', '君臣之义'], '赠太尉段秀实纪功碑': ['李适（德宗皇帝一）', '君臣之义'], '韦贯之守尚书吏部侍郎制': ['李纯（宪宗皇帝一）', '君臣之义'], '宣慰镇州制': ['李恒（穆宗皇帝一）', '君臣之义'], '封皇子普为晋王制': ['李湛（敬宗皇帝）', '君臣之义'], '雪王庭凑诏': ['李昂（文宗皇帝一）', '君臣之义'], '答宰臣上尊号第五表批': ['李炎（武宗皇帝一）', '君臣之义'], '授郑朗太子少师制': ['李忱（宣宗皇帝）', '君臣之义'], '贬夏侯孜太子少保分司东都诏': ['李漼（懿宗皇帝一）', '君臣之义'], '削夺陈敬瑄官爵制': ['李煜（昭宗皇帝）', '不可废也'], '改元天复赦文': ['李煜（昭宗皇帝）', '君臣之义'], '允梁文矩致仕敕': ['石敬瑭（晋高祖一）', '君臣之义'], '招安魏府敕': ['石敬瑭（晋高祖一）', '君臣之义']}

Verse 18.8 (index 469)
逸民伯夷叔齐虞仲夷逸朱张柳下惠少连子曰不降其志不辱其身伯夷叔齐与谓柳下惠少连降志辱身矣言中伦行中虑其斯而已矣谓虞仲夷逸隐居放言身中清废中权我则异于是无可无不可
xi: {}
han: {'以范升奏示公卿诏': ['光武帝(一) r. 25-57', '伯夷叔齐']}
tang: {'赐隐士卢鸿一还山制': ['李隆基（元宗皇帝一）', '不降其志']}

Verse 18.10 (index 471)
周公谓鲁公曰君子不施其亲不使大臣怨乎不以故旧无大故则不弃也无求备于一人
xi: {}
han: {'赐东平王太后玺书': ['元帝', '故旧无大']}
tang: {}

Verse 19.1 (index 473)
子张曰士见危致命见得思义祭思敬丧思哀其可已矣
xi: {}
han: {}
tang: {'加李辅国兵部尚书诏': ['李亨（肃宗皇帝一）', '见危致命'], '赠段秀实太尉诏': ['李适（德宗皇帝一）', '见危致命'], '赠栾蒙尚书诏': ['李昂（文宗皇帝一）', '见危致命']}

Verse 19.2 (index 474)
子张曰执德不弘信道不笃焉能为有焉能为亡
xi: {}
han: {'蠲除改元制书诏(建平二年二月) 5 BC': ['哀帝', '信道不笃'], '诏许梁松等封禅(中元元年)': ['光武帝(一) r. 25-57', '执德不弘']}
tang: {}

Verse 19.4 (index 476)
子夏曰虽小道必有可观者焉致远恐泥是以君子不为也
xi: {}
han: {}
tang: {'答皇太子承干诏': ['李世民（太宗皇帝一）', '是以君子'], '即位赦文': ['', '有可观者'], '严惩注拟蠹弊诏': ['朱晃（梁太祖一）', '必有可观']}

Verse 19.6 (index 478)
子夏曰博学而笃志切问而近思仁在其中矣
xi: {}
han: {'赐东平王太后玺书': ['元帝', '在其中矣'], '使诸儒共正经义诏(四年十一月壬戌)': ['章帝(一) r. 75-88', '曰博学而']}
tang: {}

Verse 19.12 (index 484)
子游曰子夏之门人小子当洒扫应对进退则可矣抑末也本之则无如之何子夏闻之曰噫言游过矣君子之道孰先传焉孰后倦焉譬诸草木区以别矣君子之道焉可诬也有始有卒者其惟圣人乎
xi: {}
han: {'报许皇后': ['成帝', '君子之道']}
tang: {'引见诸州高蹈不仕举人诏': ['李隆基（元宗皇帝一）', '君子之道'], '赠太尉段秀实纪功碑': ['李适（德宗皇帝一）', '有始有卒'], '即位赦文': ['李亶（后唐明宗一）', '有始有卒']}

Verse 19.18 (index 490)
曾子曰吾闻诸夫子孟庄子之孝也其他可能也其不改父之臣与父之政是难能也
xi: {}
han: {'奏请诸将帅封爵': ['王莽', '子之孝也']}
tang: {'册太上皇尊号赦文': ['李亨（肃宗皇帝一）', '子之孝也'], '上睿文孝武皇帝册文': ['李适（德宗皇帝一）', '之孝也其']}

Verse 19.19 (index 491)
孟氏使阳肤为士师问于曾子曾子曰上失其道民散久矣如得其情则哀矜而勿喜
xi: {}
han: {'勅边守尉': ['宣帝', '得其情则'], '赦诏(永光四年二月) 40 BC': ['元帝', '上失其道']}
tang: {'恤刑敕': ['李漼（懿宗皇帝一）', '如得其情']}

Verse 19.20 (index 492)
子贡曰纣之不善不如是之甚也是以君子恶居下流天下之恶皆归焉
xi: {}
han: {}
tang: {'贬裴虔通诏': ['李世民（太宗皇帝一）', '天下之恶'], '禁锢乱臣子孙诏': ['李世民（太宗皇帝一）', '天下之恶'], '答皇太子承干诏': ['李世民（太宗皇帝一）', '也是以君'], '捕杀武元衡盗诏': ['李纯（宪宗皇帝一）', '天下之恶']}

Verse 19.21 (index 493)
子贡曰君子之过也如日月之食焉过也人皆见之更也人皆仰之
xi: {}
han: {}
tang: {'请宣付耕借祥瑞奏': ['', '子之过也']}

Verse 19.22 (index 494)
卫公孙朝问于子贡曰仲尼焉学子贡曰文武之道未坠于地在人贤者识其大者不贤者识其小者莫不有文武之道焉夫子焉不学而亦何常师之有
xi: {}
han: {}
tang: {'并州置天兵军制': ['李隆基（元宗皇帝一）', '有文武之'], '授张说同中书门下三品制': ['李隆基（元宗皇帝一）', '文武之道'], '立齐太公庙制': ['李隆基（元宗皇帝一）', '文武之道'], '南郊推恩制': ['李隆基（元宗皇帝一）', '文武之道'], '授李光弼副知行营事制': ['李亨（肃宗皇帝一）', '有文武之'], '命皇太子即位册文': ['李适（德宗皇帝一）', '文武之道'], '授李吉甫中书侍郎同平章事制': ['李纯（宪宗皇帝一）', '文武之道'], '开成改元赦文': ['李昂（文宗皇帝一）', '文武之道'], '减放太原及沿边州郡税钱德音': ['李炎（武宗皇帝一）', '文武之道'], '搜访贤良诏': ['', '文武之道']}

Verse 19.23 (index 495)
叔孙武叔语大夫于朝曰子贡贤于仲尼子服景伯以告子贡子贡曰譬之宫墙赐之墙也及肩窥见屋家之好夫子之墙数仞不得其门而入不见宗庙之美百官之富得其门者或寡矣夫子之云不亦宜乎
xi: {}
han: {'策贤良文学诏(十五年九月) 165 BC -- possibly represents the beginnings of the exam system': ['文帝', '大夫于朝']}
tang: {'摄山栖霞寺明征君碑铭': ['李治（高宗皇帝一）', '得其门者']}

Verse 19.25 (index 497)
陈子禽谓子贡曰子为恭也仲尼岂贤于子乎子贡曰君子一言以为知一言以为不知言不可不慎也夫子之不可及也犹天之不可阶而升也夫子之得邦家者所谓立之斯立道之期行绥之期来动之斯和其生也荣其死也哀如之何其可及也
xi: {'20845747': ['经济', '君子一言']}
han: {'又诏勅孙策': ['献帝 r. 189-220', '言以为不']}
